id	type	age	metric1
5481	b	33	75.9181420902437
5482	b	40	59.4002417055877
5483	c	31	66.9611894251444
5484	c	34	46.990320695233
5485	b	31	56.94156726054
5486	c	35	54.7674820050482
5487	b	36	45.0277607147945
5488	a	32	51.7529706305812
5489	b	33	47.7485189167033
5490	a	35	39.025052606663
5491	b	34	41.9877094319964
5492	b	39	34.7710116966783
5493	c	30	60.3928114671931
5494	a	31	46.43483587199
5495	b	35	56.1900501824572
5496	b	31	48.6865109112585
5497	b	30	42.091041386102
5498	a	36	47.0220978025336
5499	a	33	65.606970538933
5500	a	32	61.5176432535324
5501	c	33	43.6541293917711
5502	c	35	65.1434636384737
5503	b	30	60.085750738385
5504	a	37	19.2248707833008
5505	c	32	47.2908872611844
5506	b	32	47.340756166827
5507	b	34	56.8741407530247
5508	a	37	47.7457463651861
5509	b	32	36.4455698033295
5510	c	33	38.6920901582781
5511	b	32	41.5189072282312
5512	a	32	-0.231720087526099
5513	a	33	62.3670242793592
5514	a	34	17.2556377422376
5515	a	36	57.3189407811933
5516	b	31	89.8514946499095
5517	b	37	59.2535581758355
5518	a	33	29.5959777733403
5519	b	37	44.5506641205972
5520	c	40	30.388425208724
5521	c	36	66.4765282288999
5522	b	31	44.4294372305149
5523	a	38	47.1389401354892
5524	b	34	48.6640806274648
5525	a	36	41.2363501421395
5526	b	34	72.1875076003668
5527	c	37	79.9045406729082
5528	b	32	48.6897105679338
5529	b	36	52.2942277829707
5530	c	41	49.5865439030387
5531	a	39	61.0435757057578
5532	b	32	76.025913199133
5533	c	38	55.3243246377797
5534	c	41	63.9590931376206
5535	c	38	63.788258252451
5536	b	37	48.2217982782208
5537	b	41	55.1992857024346
5538	c	27	41.5735208685917
5539	b	35	32.184852187656
5540	c	34	62.0211865580259
5541	b	33	65.711256169216
5542	a	40	28.7117808298115
5543	c	34	36.6170280196478
5544	c	38	37.94943065264
5545	a	38	30.7206805343384
5546	c	35	38.0718793247938
5547	a	31	38.1213908722582
5548	c	34	49.9458301338525
5549	b	36	58.6314392301936
5550	b	40	61.0554896305262
5551	c	37	38.5128369543918
5552	c	34	17.5715577175141
5553	a	39	8.09629424733128
5554	c	33	63.4975348364261
5555	a	36	62.7332448457816
5556	c	31	84.498177791902
5557	c	32	46.4405197646163
5558	b	33	78.6685253241108
5559	a	38	49.0168259700685
5560	b	29	69.2215052561154
5561	a	31	61.5447343176418
5562	a	33	85.3508429401079
5563	a	41	61.8475000885492
5564	a	35	53.5931644094285
5565	b	31	21.8026202638724
5566	c	40	44.3214404599998
5567	b	31	50.2149556190511
5568	b	35	43.6326594807938
5569	b	33	36.9632542223429
5570	c	29	77.1756682040579
5571	c	36	47.4189539149489
5572	b	35	28.3094630876463
5573	b	34	54.8363609110513
5574	a	33	55.5518647516637
5575	c	34	45.9257182608768
5576	c	30	61.3963277094625
5577	c	33	-5.37555505589764
5578	a	36	63.867100157567
5579	b	31	37.1713282024857
5580	b	33	56.007070113763
5581	a	32	45.8452819079677
5582	c	36	53.1582974956183
5583	a	35	20.4421565165908
5584	a	39	77.3510629668154
5585	a	31	56.6018224152503
5586	a	34	33.6983578108075
5587	a	35	45.1710757597487
5588	b	35	56.6610119872237
5589	a	35	55.9976141149836
5590	a	38	33.1322977843468
5591	a	35	30.5156277102387
5592	a	36	36.8676217119767
5593	a	36	37.4497468857287
5594	b	32	60.8641913623927
5595	c	33	32.1219048496255
5596	a	35	46.1669910025963
5597	b	33	48.9443182991615
5598	c	36	51.8730555507029
5599	c	33	67.6266945115154
5600	a	29	46.7742867580825
5601	c	34	51.0396995304422
5602	c	36	48.134597458617
5603	c	36	40.5598609755983
5604	b	34	39.4265843547602
5605	c	28	30.0296719195391
5606	b	38	55.7799271796677
5607	c	32	31.1253569938836
5608	b	33	88.6311401754939
5609	b	38	24.0174832623235
5610	a	32	59.1591784971993
5611	b	35	71.0128732765163
5612	b	37	63.1897857175813
5613	a	32	34.5772358252751
5614	b	34	49.0006249593231
5615	c	33	42.155670008549
5616	b	34	23.8834353722806
5617	a	37	23.1980650337115
5618	a	33	15.2890277492447
5619	a	31	26.2030931516249
5620	c	31	41.7504405288709
5621	b	37	15.2580719236678
5622	a	30	49.3668367321202
5623	b	38	68.8644835126847
5624	a	31	55.5288492476108
5625	a	34	36.0936550246076
5626	a	35	35.4863520241847
5627	c	30	44.4164763425801
5628	a	31	51.600704174948
5629	b	38	57.8791032411395
5630	b	41	49.3894564488864
5631	c	32	26.6148013345209
5632	b	35	49.9477507759572
5633	b	32	37.1538253589158
5634	c	31	78.6241453971658
5635	c	35	46.1891289348404
5636	c	41	54.6313828980613
5637	c	39	33.0190008831102
5638	a	35	69.6293123233362
5639	b	32	42.4335052857836
5640	c	34	43.5003478397757
5641	b	37	57.6261885893435
5642	b	35	40.5376910772605
5643	b	34	55.0525964853109
5644	a	35	54.8556904359712
5645	b	34	37.5494445594097
5646	a	29	15.0906850823354
5647	b	38	52.3217047038243
5648	b	32	48.706980183676
5649	a	39	40.7992816813084
5650	b	33	53.7511395315372
5651	a	33	52.7279250246719
5652	a	33	54.4839711372358
5653	c	39	37.5346901756467
5654	c	36	56.9383096300616
5655	c	36	37.3970379289213
5656	b	34	59.4538154005868
5657	b	34	8.6897921061035
5658	b	35	40.576517347001
5659	c	38	46.3219858907249
5660	a	38	48.7889235275766
5661	b	42	58.3385334296713
5662	b	40	70.0495100506813
5663	a	39	60.5973893880478
5664	b	39	39.843498793574
5665	b	33	46.9461188003956
5666	a	33	56.9524252323274
5667	c	34	52.7184170426315
5668	b	32	60.5068729333774
5669	c	29	56.7166381993207
5670	a	35	41.9209994216558
5671	c	36	19.2978435882797
5672	b	42	27.9259480181101
5673	c	35	28.3340187105632
5674	c	45	41.9628697339602
5675	b	37	60.1692913226492
5676	b	32	34.56286866039
5677	a	32	57.7252908347557
5678	a	32	47.9515971851888
5679	b	36	45.9758688622773
5680	b	37	63.4930456533053
5681	a	36	31.4370645874805
5682	a	34	23.1371074662984
5683	a	35	48.6372960727214
5684	c	36	49.6333997795554
5685	c	28	51.7440370950315
5686	b	37	43.7167707413158
5687	b	38	59.6697673935917
5688	a	36	47.1761814485804
5689	b	33	55.7461631618785
5690	c	36	41.5685508603676
5691	c	31	38.9085078959355
5692	a	33	48.2652738805117
5693	c	34	62.9752660760557
5694	a	33	35.7933267167994
5695	c	32	49.3716699855704
5696	a	38	79.8692756302969
5697	c	32	46.4643765470844
5698	a	34	14.0133534006317
5699	c	34	47.5164990372939
5700	c	33	43.0486054240523
5701	c	35	42.4677765891788
5702	c	35	78.3329564081033
5703	c	31	88.0745852687691
5704	c	35	76.056084449576
5705	b	39	40.235538041345
5706	a	38	49.975843283784
5707	b	39	72.9078504812505
5708	a	37	65.8493141563592
5709	b	42	46.7517756144527
5710	c	32	58.5433725960043
5711	b	38	51.3455912929324
5712	b	33	34.1927013857447
5713	c	40	63.4668014538886
5714	a	35	65.7189956738693
5715	b	34	45.2039965920339
5716	b	35	57.4163914690504
5717	b	41	49.1764005361802
5718	c	33	69.4997890423496
5719	c	41	45.0357684989502
5720	a	40	26.928714329036
5721	c	33	41.1433442814707
5722	b	32	57.8952296839976
5723	c	42	45.8177419022945
5724	b	32	68.6521746186054
5725	a	35	54.0807515424693
5726	c	32	16.7342485880751
5727	b	38	60.7531619065533
5728	c	34	37.6810998832947
5729	c	40	44.9671655193071
5730	b	35	58.307746711454
5731	b	35	40.582215597255
5732	b	33	53.0788617194974
5733	c	34	64.0487690456411
5734	b	32	47.0390036923707
5735	c	35	25.3146381090767
5736	c	36	88.0835111686469
5737	a	34	39.2322848117462
5738	c	35	16.8471586950797
5739	b	39	59.4482279954741
5740	c	37	83.622343775285
5741	c	30	56.954724252037
5742	b	31	46.4777248887111
5743	a	41	48.8926983805665
5744	b	31	46.9448297213349
5745	b	33	33.7019195915726
5746	a	37	43.4696193261578
5747	b	37	43.7042567885979
5748	b	41	48.984018826586
5749	a	37	56.5665289336932
5750	a	39	56.8121723583191
5751	c	40	55.9953371264243
5752	b	35	65.7348905563696
5753	c	39	75.9434943171234
5754	b	35	64.3466421676743
5755	b	37	47.1190987878891
5756	c	30	53.7283130457088
5757	a	31	36.6976025126512
5758	a	34	33.2632554396156
5759	b	40	68.2772096287579
5760	a	35	26.5454653402735
5761	b	38	29.2613735376651
5762	a	33	51.4732254778479
5763	c	33	60.6115700537164
5764	a	35	54.9555195346386
5765	c	35	56.1779166274168
5766	c	34	54.6837617380903
5767	a	34	55.5858879156168
5768	c	32	47.3137052479404
5769	c	29	40.9402401092896
5770	a	36	47.9420311805811
5771	a	36	51.5449892055752
5772	a	36	42.6411666000258
5773	a	32	50.9884438871223
5774	b	31	69.0924219691485
5775	a	33	41.3388697685528
5776	a	31	61.8500238563268
5777	c	38	42.8314494598277
5778	c	34	52.8090075951539
5779	b	38	53.877676687663
5780	b	31	42.0307819148055
5781	c	35	50.5225866708216
5782	b	27	63.8302929705939
5783	b	35	54.280571817638
5784	a	39	55.5268459908576
5785	c	33	20.0201702143204
5786	a	35	88.7815806719653
5787	a	35	69.8700180708102
5788	b	35	45.6150097124415
5789	c	39	43.6537244834828
5790	a	34	52.5321809026135
5791	a	33	39.9292387228277
5792	c	31	69.9069023949291
5793	a	39	72.1303110294731
5794	b	32	37.8504635592537
5795	a	39	67.9130643955994
5796	b	39	60.2054557344251
5797	c	32	80.4498587885604
5798	c	32	39.6383677293158
5799	a	36	30.250208349163
5800	b	30	29.063008817128
5801	b	34	35.8342258750413
5802	a	32	56.8359549990776
5803	c	32	46.9757252028328
5804	a	33	78.6616435317055
5805	b	35	54.7032376699905
5806	b	38	40.2971104026031
5807	a	35	54.1130191921683
5808	a	31	43.4127835714387
5809	a	37	67.9455123590924
5810	c	34	57.6685207620325
5811	c	34	63.6386478511704
5812	b	36	35.9954018531088
5813	c	34	75.9295636113758
5814	a	32	54.259903292512
5815	c	30	41.4951203412151
5816	b	31	61.24262086828
5817	c	32	51.494415518751
5818	b	36	72.3733563564354
5819	c	33	67.1650028664903
5820	c	29	77.5810312033712
5821	c	36	66.026868253453
5822	b	34	51.6211675939574
5823	a	32	44.3637218770019
5824	b	37	30.0565014351371
5825	c	36	33.1800759818125
5826	a	35	67.0073263488495
5827	a	35	47.1646529202359
5828	c	39	41.173328643372
5829	c	33	43.8257716554913
5830	a	37	59.6121680802557
5831	a	34	73.7570169675337
5832	b	33	53.7863113882577
5833	c	37	41.7468640703539
5834	a	34	62.6518369687069
5835	a	40	37.0486772610601
5836	b	33	29.4285708114935
5837	a	32	6.77101569011941
5838	c	36	44.5637402912414
5839	c	35	50.3273486696672
5840	c	35	42.231038477079
5841	a	35	49.1726152711591
5842	c	35	29.5841940970746
5843	c	26	53.4307903749796
5844	c	35	49.0392406415086
5845	a	37	44.0702105564627
5846	c	29	37.8867010880956
5847	c	34	59.4848153340579
5848	c	38	63.7750506892946
5849	a	31	32.725367285061
5850	b	37	60.8568779837938
5851	a	28	55.8479900127331
5852	b	33	32.8788658383837
5853	c	38	56.7673312136882
5854	c	38	40.1403979785999
5855	c	33	42.9025626662538
5856	b	31	46.1195390611492
5857	c	26	58.0509058866259
5858	c	37	45.2887784305667
5859	c	33	50.0317576890281
5860	b	35	63.6962644291116
5861	a	33	28.1714638542954
5862	a	30	18.7211257111393
5863	a	36	63.2674841703045
5864	b	26	45.5327281257545
5865	b	37	78.2127528185782
5866	b	41	48.3825805089014
5867	c	29	16.1915824826466
5868	c	37	80.5978659337271
5869	b	32	94.1683799731472
5870	b	40	60.9620822486447
5871	a	33	38.1574730601325
5872	b	33	73.4076850021561
5873	c	36	50.266279495331
5874	a	38	92.771870662225
5875	b	33	47.3976980105399
5876	b	36	38.9285913534667
5877	c	33	64.1249312855197
5878	c	38	38.7419532366924
5879	b	37	71.6976097435449
5880	c	35	58.6400247246831
5881	c	33	54.4602661457943
5882	b	37	50.8220973040795
5883	b	36	50.271618888479
5884	b	32	26.5937192090903
5885	a	33	62.5254565438497
5886	a	37	32.8675157969763
5887	b	32	28.6921366627853
5888	c	30	46.8841719897581
5889	a	34	79.7339152543479
5890	a	39	32.8345872319665
5891	b	40	54.3284943044323
5892	c	29	27.1742752207782
5893	a	31	54.9161374648279
5894	a	33	48.330212122366
5895	a	37	24.728006397506
5896	a	33	48.3681114456952
5897	a	33	66.2502303909877
5898	c	35	45.1518792126602
5899	a	33	20.3197531257762
5900	b	31	53.2607813153945
5901	a	36	72.2737721935566
5902	c	35	33.8870445495455
5903	a	28	55.0371507434563
5904	c	33	40.2223197099599
5905	c	35	54.5183452403368
5906	c	31	57.0118177731263
5907	c	31	68.2158003358379
5908	b	36	44.8072971937551
5909	c	36	27.3122053342125
5910	c	37	56.808167767013
5911	b	35	53.1079065301565
5912	c	32	43.7470725578579
5913	c	31	40.5344078170117
5914	a	34	36.2345928383593
5915	c	34	33.1768839639232
5916	a	33	61.7387931809159
5917	b	35	28.768579851509
5918	a	38	60.4092567730093
5919	b	37	9.29332837420438
5920	a	31	38.3495699123286
5921	c	36	24.4130838872394
5922	b	35	41.8572099016695
5923	a	35	57.3193947084072
5924	a	36	52.0146039132769
5925	b	37	66.047198515588
5926	a	34	53.1974104561456
5927	b	31	27.2869449770239
5928	b	39	26.66038204472
5929	b	29	57.9251768725219
5930	c	35	57.2889287904402
5931	a	34	62.3950520673324
5932	c	38	66.6997077497514
5933	b	34	49.7363509990196
5934	c	37	38.7283891976692
5935	b	27	56.9886430766779
5936	b	36	57.1719485184041
5937	b	35	28.4022322868394
5938	b	36	23.5129758449498
5939	c	35	30.2090937673679
5940	b	35	50.4011593618814
5941	a	28	48.9151628492769
5942	c	35	46.4545305146309
5943	a	31	29.9871876954602
5944	a	33	59.9621780483008
5945	a	41	49.3998837010097
5946	a	38	30.3944646705281
5947	b	32	28.7249141483996
5948	a	34	55.3045079153899
5949	c	38	65.4111024698953
5950	c	30	56.4046556500798
5951	a	36	53.1449154538384
5952	a	26	39.00519139349
5953	a	33	66.0224905832103
5954	b	35	33.7954922616391
5955	c	36	63.1463493630841
5956	b	33	47.2096963305832
5957	b	37	83.5440008187513
5958	a	34	48.5742331623096
5959	b	34	47.9895534815988
5960	c	36	50.4019168011995
5961	b	34	86.3420668212291
5962	b	35	63.6285931477828
5963	c	39	47.1034408669457
5964	b	34	73.4939758140175
5965	b	31	46.6173172144128
5966	b	35	55.8562885216953
5967	a	37	41.5907120377512
5968	c	39	49.7464409652037
5969	a	33	32.4284871817364
5970	a	31	44.6405936804664
5971	b	37	52.5324986917996
5972	b	37	43.3239988975806
5973	b	33	46.8372496380411
5974	b	32	91.5407525048615
5975	b	37	24.6378789833504
5976	b	27	51.3788615621609
5977	c	32	57.1120136002336
5978	a	31	41.4864098454813
5979	b	38	74.0080323054906
5980	c	40	45.748040116382
5981	a	38	26.2414330643424
5982	a	37	30.8375683374284
5983	b	36	55.2116130728119
5984	c	34	69.9715724822531
5985	c	32	16.1915325663719
5986	c	34	59.3242044125504
5987	c	32	28.3381824173725
5988	b	28	59.3039685626068
5989	a	28	36.9978129768727
5990	b	31	51.5395795255187
5991	c	38	44.8559074112405
5992	b	38	55.4596815517664
5993	c	33	62.1673180331867
5994	c	34	41.2618194909809
5995	a	37	53.0163345024023
5996	a	33	66.6942202204132
5997	a	35	30.0571459900537
5998	c	38	42.039245615091
5999	b	34	62.2446071593804
6000	b	35	83.2386513073127
6001	c	33	52.21539562948
6002	c	34	41.2679126930394
6003	b	30	47.3092772666583
6004	b	30	28.8736091086164
6005	b	38	49.830998599111
6006	a	34	29.234979174799
6007	c	34	61.4575776707024
6008	a	34	51.2236239802562
6009	b	27	46.5324896042414
6010	a	31	44.4927665537875
6011	b	36	44.7857088868508
6012	a	30	43.1380988979336
6013	b	38	27.0237935077478
6014	a	37	79.2385721415677
6015	a	34	49.7593836330027
6016	a	44	48.3583502379987
6017	c	32	26.3274806411202
6018	b	37	46.7872058093025
6019	b	35	20.3327020584045
6020	a	36	26.2034525456294
6021	b	34	35.7756732242962
6022	a	35	69.5357688935576
6023	c	35	45.1857861059494
6024	c	37	36.1629859704954
6025	c	32	35.3164091468782
6026	a	34	37.1848055273815
6027	b	33	34.8488227616098
6028	b	35	63.4051396260587
6029	c	34	20.3235572507374
6030	a	41	36.0977904227573
6031	a	31	51.2340219316354
6032	a	34	40.2390164074017
6033	b	38	45.4015181436276
6034	a	40	34.3186284728277
6035	b	37	48.9874333548827
6036	c	37	48.5519224671879
6037	b	33	51.017613073271
6038	b	36	25.7589961860261
6039	a	35	18.7708771053067
6040	a	35	48.4897631661757
6041	a	37	37.3944778937424
6042	c	39	61.8289918470263
6043	c	37	61.6036481912217
6044	b	38	60.4900320630971
6045	a	37	57.4063062476511
6046	c	33	29.1092329384743
6047	c	33	51.5332435030666
6048	a	29	47.2256377802085
6049	b	31	29.6131015112469
6050	b	34	38.9894380045744
6051	b	32	45.4636284984909
6052	a	34	53.7578293255893
6053	a	33	65.0498209644359
6054	b	35	63.1188607424193
6055	b	34	67.2281770570543
6056	c	38	55.0548773931725
6057	c	34	40.259716540346
6058	a	38	71.5581608332392
6059	b	34	32.6545196744005
6060	a	29	47.7999743015217
6061	a	34	71.1882027287966
6062	b	36	70.9708198943806
6063	b	30	45.7554211439433
6064	a	33	47.347003565863
6065	c	25	69.3242827796025
6066	c	35	46.3990471161899
6067	a	37	60.1468876178764
6068	c	35	61.1492727989358
6069	a	34	45.1588665522508
6070	a	36	51.4627501923947
6071	c	36	64.6584577728768
6072	b	33	53.7542953280464
6073	c	36	32.541875731615
6074	c	31	67.8155354001875
6075	c	35	61.9253612112302
6076	b	40	60.0934061185247
6077	b	30	37.77939467642
6078	c	29	21.8228443995145
6079	c	40	50.9367361975609
6080	b	33	55.6889063614619
6081	c	32	35.5365446263834
6082	a	35	41.2769189747583
6083	a	35	49.3695838973005
6084	a	38	54.0975605450172
6085	b	31	38.114501414844
6086	b	33	59.6726805948441
6087	b	33	76.4699479746523
6088	a	35	41.117335400271
6089	c	40	69.482020431951
6090	a	35	76.101321810902
6091	b	29	78.6870940206021
6092	c	35	25.3000767382553
6093	b	34	82.2616270174509
6094	b	37	64.1603018247651
6095	b	31	54.7660895104344
6096	b	29	54.9806553772702
6097	a	32	35.2400212069141
6098	b	33	59.9339147421276
6099	b	36	32.4057755200355
6100	b	34	37.6297917797521
6101	b	29	39.550253168974
6102	b	29	38.87900878773
6103	c	33	49.8427616210715
6104	c	37	51.2389296786096
6105	a	31	20.7620659720373
6106	c	30	27.783754005152
6107	b	37	43.3071095855273
6108	c	35	44.6084284025725
6109	b	28	42.5721360300969
6110	a	34	51.8677704289178
6111	b	29	46.7370961212796
6112	b	36	7.46168658390899
6113	b	38	56.1611334765609
6114	c	36	19.268661345848
6115	a	36	39.0819914861355
6116	a	35	38.675579713837
6117	c	32	22.7542271850104
6118	b	35	34.624781764077
6119	c	37	51.7535156744579
6120	b	40	15.8145702761367
6121	c	29	52.9165093166107
6122	a	33	55.1801221085331
6123	b	33	47.2661149402004
6124	b	35	28.9393496178649
6125	c	33	57.2572207885222
6126	a	34	72.3316910178966
6127	a	36	16.2486494622913
6128	c	39	44.4189875891801
6129	a	29	68.4275685729371
6130	a	31	51.791587788394
6131	b	36	59.7676606966016
6132	b	35	35.5358186438352
6133	a	35	34.5798731059438
6134	c	43	42.2664739578255
6135	a	44	46.3496141555318
6136	c	34	55.457388939934
6137	b	32	59.6026329853886
6138	b	37	39.8188075466139
6139	c	35	14.9663706902868
6140	c	37	59.3199785841562
6141	a	37	48.9970776340907
6142	a	34	58.7653475904924
6143	c	36	58.2650005403349
6144	c	33	51.4527703500531
6145	a	33	41.7252697637057
6146	b	34	52.0414888621401
6147	b	32	57.484110316896
6148	a	34	33.8626968320224
6149	c	30	54.6781504417937
6150	a	33	53.5017489196259
6151	a	35	68.857328226748
6152	a	35	66.5426679631136
6153	c	32	52.2053940947795
6154	a	31	35.9402728643426
6155	a	34	36.7698805726816
6156	c	33	13.9603110887994
6157	a	35	42.4923086421376
6158	b	38	55.5212621292894
6159	a	30	60.7559476013843
6160	a	31	62.7031869125218
6161	a	37	75.1112182643131
6162	a	33	49.4367564612381
6163	a	31	50.9331623416664
6164	a	34	57.9074252599331
6165	b	33	42.2523188874501
6166	b	39	48.585878996961
6167	c	34	42.2511353772363
6168	c	38	47.5247969613674
6169	b	34	27.5485541396556
6170	a	38	23.0965914572713
6171	b	31	48.4924582372422
6172	a	38	61.2305965798267
6173	a	35	63.7211583386366
6174	a	34	48.5309935587264
6175	a	35	64.1813258412512
6176	c	35	49.6779812684958
6177	b	37	46.4541447642558
6178	c	31	50.7378696407868
6179	a	32	42.7884209321657
6180	c	32	38.3018772400558
6181	c	37	65.9194060936435
6182	c	35	51.8015137554368
6183	a	34	57.4921413704096
6184	a	33	30.9169618860877
6185	c	37	38.3521103088959
6186	c	38	48.2514515004791
6187	c	35	53.7901232722157
6188	b	34	48.8666433465092
6189	a	39	22.601445804046
6190	c	33	76.2136430648018
6191	a	32	32.4572080829564
6192	b	40	32.4826481346168
6193	c	36	41.9816306444411
6194	b	36	53.2153942751786
6195	c	34	61.7520576913294
6196	c	37	68.1021889979158
6197	c	30	34.2261374941869
6198	b	35	61.1077731910482
6199	a	37	62.5581203943029
6200	b	31	31.6255040406273
6201	a	37	41.8958371608578
6202	b	37	48.0501002771287
6203	b	30	69.4232423069435
6204	a	36	72.0895576370314
6205	b	29	61.2750764309294
6206	b	35	50.8767454813688
6207	b	40	36.175830014119
6208	b	37	68.2751100293727
6209	c	36	41.0089697689535
6210	c	35	56.6880538529049
6211	c	34	58.9740621132412
6212	a	34	64.6236580973891
6213	c	36	87.8321604681119
6214	a	32	49.3936656487218
6215	c	39	52.9957438202633
6216	a	36	25.8560457389602
6217	b	28	35.9350149400874
6218	b	38	44.8145487169251
6219	b	38	59.5379133064837
6220	c	36	81.6083397334256
6221	b	33	46.2055143237343
6222	b	34	66.6066030774493
6223	b	36	32.2108344269703
6224	b	35	41.2042804893282
6225	b	37	39.4426336271672
6226	c	30	66.9336167033767
6227	b	36	53.4610266529777
6228	b	35	30.4188921688266
6229	a	31	53.0355678753158
6230	c	29	54.8330606402427
6231	c	36	38.1560081350448
6232	a	34	78.7703611926021
6233	c	33	50.7161132863956
6234	a	32	45.6936905117665
6235	a	33	56.974205637046
6236	b	29	65.5973653400279
6237	a	33	43.9260681586738
6238	a	31	46.5474001615335
6239	b	35	25.5961741596068
6240	c	30	76.0573608587083
6241	b	32	53.5744316859547
6242	a	32	40.1875797930273
6243	c	37	34.7548679284437
6244	c	33	48.0029211414645
6245	a	31	53.910346952896
6246	c	31	41.3415824384384
6247	c	31	50.9459472221329
6248	c	30	22.8321897428597
6249	c	28	40.0288925356021
6250	c	33	14.2421408841402
6251	a	32	51.7996185751914
6252	a	35	71.7084747933946
6253	b	36	47.0832131018617
6254	c	35	78.2930718292129
6255	b	36	52.5472832215779
6256	b	32	48.5598077305939
6257	b	36	56.1943388088631
6258	c	31	68.117952886725
6259	a	36	49.5443282090599
6260	a	35	69.2877374820201
6261	a	34	63.8439029070854
6262	c	32	68.2298901972328
6263	c	33	49.1885342172988
6264	b	33	56.7443478744586
6265	c	38	32.0692628138766
6266	a	32	43.7846228395999
6267	c	38	40.6369220323374
6268	c	37	57.9500287142473
6269	a	40	45.1084174607786
6270	a	35	48.0531570674598
6271	b	38	45.2323261126119
6272	b	33	44.2884736006503
6273	c	30	27.0468860848839
6274	c	38	74.809822143368
6275	c	34	37.2143937062564
6276	b	36	49.2540905153099
6277	b	37	54.2028605995863
6278	a	35	60.9167158003615
6279	a	37	30.047362584798
6280	c	32	62.1496994340519
6281	c	37	28.881173320646
6282	c	34	72.3619714116287
6283	b	30	42.7219749176167
6284	b	33	17.8037790594627
6285	a	35	55.9914995346059
6286	b	35	44.3097901357433
6287	c	44	34.877260629535
6288	b	39	37.956784215106
6289	b	35	55.460951187468
6290	a	37	53.6908140332585
6291	a	31	48.816084624517
6292	a	38	49.4055845253211
6293	a	35	45.9267353111942
6294	b	37	56.5124754956311
6295	b	32	50.2852448701927
6296	a	26	35.8138643319325
6297	c	32	47.4672940322088
6298	b	40	49.5649370459795
6299	a	34	47.9280006956558
6300	a	38	54.9210277945892
6301	b	33	30.233214026627
6302	b	35	29.695364491501
6303	c	40	66.0302505591603
6304	a	35	86.2152756116647
6305	b	34	26.8215769867235
6306	b	32	36.9648680787471
6307	c	36	33.3036692219976
6308	b	30	78.0455213298348
6309	b	36	41.8025995012292
6310	c	34	16.8114647048574
6311	a	36	62.9545775434641
6312	a	38	30.2129247686531
6313	a	27	60.1493223713669
6314	c	32	58.2612776790018
6315	c	35	67.1274665552659
6316	b	36	45.9512599766497
6317	b	32	64.6927640042908
6318	a	40	52.8783106566267
6319	b	37	41.2129041282933
6320	b	32	91.729562340932
6321	c	32	32.3898042952287
6322	b	30	0.658776863910276
6323	c	34	40.6368868653082
6324	b	34	55.3508007228475
6325	a	33	59.9279201607507
6326	c	34	77.8258567436153
6327	c	41	25.8051435111051
6328	a	34	29.6165979221254
6329	c	29	41.1844241220663
6330	a	35	65.1297572568038
6331	c	37	58.5286742414059
6332	a	34	42.4809497536405
6333	b	37	29.7985757881703
6334	b	29	34.1006514387583
6335	b	34	49.2705877911103
6336	c	41	42.0413552873083
6337	c	39	37.0138261628509
6338	a	36	52.1338511796971
6339	c	33	71.6605597070187
6340	b	38	59.2919751301741
6341	a	37	34.3200596607325
6342	c	37	29.4605734915813
6343	b	36	63.4131724666329
6344	b	32	56.9400264528934
6345	a	37	62.6811835053714
6346	b	32	49.9934751522146
6347	a	32	39.1807706733381
6348	c	30	47.1757631585071
6349	a	37	74.0691178023221
6350	c	33	27.2478676199552
6351	a	33	55.5165542337636
6352	b	39	41.4663532894273
6353	a	34	60.5404355690201
6354	a	31	62.9448621145497
6355	c	34	66.7311433756752
6356	b	31	39.5972379719688
6357	c	35	50.7750209124582
6358	b	37	55.6076738744511
6359	c	34	24.8895192797521
6360	c	32	59.6430918586452
6361	c	35	54.8468480560483
6362	b	37	70.9777929721814
6363	c	31	59.3891913208052
6364	a	38	76.8933591091653
6365	a	38	80.5959941810137
6366	c	28	48.9327345392021
6367	a	36	54.7953841796661
6368	b	38	10.8901493174211
6369	b	38	52.3363253987392
6370	a	34	32.1549149177526
6371	c	35	52.3609658523634
6372	a	40	73.2711451310658
6373	b	33	70.0129154743563
6374	a	40	48.7089854323072
6375	c	36	55.9854981164533
6376	a	36	59.1769548478209
6377	c	37	57.7302242133982
6378	b	35	67.2321801922107
6379	a	28	66.9142691705972
6380	a	37	72.1693867621819
6381	c	39	40.1972890846891
6382	b	32	38.9784947024296
6383	b	36	64.4875630537561
6384	a	39	35.4130541506514
6385	a	35	68.2692929454187
6386	c	33	22.158199402213
6387	a	36	84.9344834055247
6388	a	37	35.4189385060355
6389	b	33	37.4082972710195
6390	b	40	38.500991811841
6391	a	34	58.8562993589486
6392	a	37	54.7219697363773
6393	c	32	49.1418299873437
6394	a	30	41.947792176026
6395	b	32	12.6202331615714
6396	b	33	37.4313981058542
6397	a	33	53.8824837032718
6398	c	33	46.7014278120616
6399	b	32	41.9480713106982
6400	c	36	64.157728904575
6401	b	35	35.1159852655285
6402	a	36	66.3207827075177
6403	a	33	31.8995331906605
6404	c	35	82.6627233283144
6405	a	35	43.4737410447072
6406	a	36	19.3193230029181
6407	c	33	49.4619813747454
6408	a	33	50.3530940629096
6409	a	25	52.8561397164722
6410	c	36	42.9443521280824
6411	b	32	42.7573284094152
6412	c	35	53.7358578196757
6413	c	37	48.4162012839256
6414	a	38	34.7786656748859
6415	c	42	59.5402744577074
6416	b	37	32.1070150012279
6417	a	32	21.7827753351184
6418	b	35	26.4986950682795
6419	b	38	91.1847383141988
